key,source,target
DC/Text_DesignData_Item_Item_GoldBangle2G_5001,Glimmer Bangle (Perfect),Мерехтливий браслет (Ідеальний)
DC/Text_DesignData_Item_Item_GoldBangle2G_6001,Glimmer Bangle (Royal),Мерехтливий браслет (Королівський)
DC/Text_DesignData_Item_Item_GoldBangle2G_7001,Glimmer Bangle (Ultimate),Мерехтливий браслет (ідеальний)
DC/Text_DesignData_Item_Item_GoldBangle2H_1001,Shine Bangle (Cracked),Сяючий браслет (з тріщинами)
DC/Text_DesignData_Item_Item_GoldBangle2H_2001,Shine Bangle (Flawed),Сяючий браслет (з дефектами)
DC/Text_DesignData_Item_Item_GoldBangle2H_3001,Shine Bangle (Normal),Сяючий браслет (нормальний)
DC/Text_DesignData_Item_Item_GoldBangle2H_4001,Shine Bangle (Exquisite),Блискучий браслет (Вишуканий)
DC/Text_DesignData_Item_Item_GoldBangle2H_5001,Shine Bangle (Perfect),Сяйво (Ідеальне)
DC/Text_DesignData_Item_Item_GoldBangle2H_6001,Shine Bangle (Royal),Сяйво Бангл (Королівський)
DC/Text_DesignData_Item_Item_GoldBangle2H_7001,Shine Bangle (Ultimate),Сяючий перстень (досконалий)
DC/Text_DesignData_Item_Item_GoldBowl_1001,Gold Bowl (Cracked),Золота чаша (Тріснута)
DC/Text_DesignData_Item_Item_GoldBowl_2001,Gold Bowl (Flawed),Золота чаша (з дефектами)
DC/Text_DesignData_Item_Item_GoldBowl_3001,Gold Bowl (Normal),Золота чаша (звичайна)
DC/Text_DesignData_Item_Item_GoldBowl_4001,Gold Bowl (Exquisite),Золота чаша (Вишукана)
DC/Text_DesignData_Item_Item_GoldBowl_5001,Gold Bowl (Perfect),Золота чаша (досконала)
DC/Text_DesignData_Item_Item_GoldBowl_6001,Gold Bowl (Royal),Золота чаша (Королівська)
DC/Text_DesignData_Item_Item_GoldBowl_7001,Gold Bowl (Ultimate),Золота чаша (досконала)
DC/Text_DesignData_Item_Item_GoldCandelabra_1001,Gold Candelabra (Cracked),Золотий канделябр (Тріснутий)
DC/Text_DesignData_Item_Item_GoldCandelabra_2001,Gold Candelabra (Flawed),Золотий канделябр (з дефектами)
DC/Text_DesignData_Item_Item_GoldCandelabra_3001,Gold Candelabra (Normal),Золотий канделябр (Нормальний)
DC/Text_DesignData_Item_Item_GoldCandelabra_4001,Gold Candelabra (Exquisite),Золотий канделябр (Вишуканий)
DC/Text_DesignData_Item_Item_GoldCandelabra_5001,Gold Candelabra (Perfect),Золотий канделябр (досконалий)
DC/Text_DesignData_Item_Item_GoldCandelabra_6001,Gold Candelabra (Royal),Золотий канделябр (Королівський)
DC/Text_DesignData_Item_Item_GoldCandelabra_7001,Gold Candelabra (Ultimate),Золотий канделябр (досконалий)
DC/Text_DesignData_Item_Item_GoldCandleHolder_1001,Gold Candle Holder (Cracked),Золотий підсвічник (з тріщинами)
DC/Text_DesignData_Item_Item_GoldCandleHolder_2001,Gold Candle Holder (Flawed),Золотий підсвічник (з дефектами)
DC/Text_DesignData_Item_Item_GoldCandleHolder_3001,Gold Candle Holder (Normal),Золотий підсвічник (нормальний)
DC/Text_DesignData_Item_Item_GoldCandleHolder_4001,Gold Candle Holder (Exquisite),Золотий підсвічник (Вишуканий)
DC/Text_DesignData_Item_Item_GoldCandleHolder_5001,Gold Candle Holder (Perfect),Золотий підсвічник (досконалий)
DC/Text_DesignData_Item_Item_GoldCandleHolder_6001,Gold Candle Holder (Royal),Золотий підсвічник (королівський)
DC/Text_DesignData_Item_Item_GoldCandleHolder_7001,Gold Candle Holder (Ultimate),Золотий підсвічник (досконалий)
DC/Text_DesignData_Item_Item_GoldCandlePlatter_1001,Gold Candle Platter (Cracked),Золотий підсвічник (з тріщинами)
DC/Text_DesignData_Item_Item_GoldCandlePlatter_2001,Gold Candle Platter (Flawed),Золотий підсвічник (з дефектами)
DC/Text_DesignData_Item_Item_GoldCandlePlatter_3001,Gold Candle Platter (Normal),Золотий підсвічник (нормальний)
DC/Text_DesignData_Item_Item_GoldCandlePlatter_4001,Gold Candle Platter (Exquisite),Золоте підсвічник (Вишукане)
DC/Text_DesignData_Item_Item_GoldCandlePlatter_5001,Gold Candle Platter (Perfect),Золоте підсвічник (досконале)
DC/Text_DesignData_Item_Item_GoldCandlePlatter_6001,Gold Candle Platter (Royal),Золоте підсвічник (Королівське)
DC/Text_DesignData_Item_Item_GoldCandlePlatter_7001,Gold Candle Platter (Ultimate),Золотий підсвічник (досконалий)
DC/Text_DesignData_Item_Item_GoldChaliceA_1001,Gold Goblet (Cracked),Золотий кубок (Тріснутий)
DC/Text_DesignData_Item_Item_GoldChaliceA_2001,Gold Goblet (Flawed),Золотий келих (зіпсований)
DC/Text_DesignData_Item_Item_GoldChaliceA_3001,Gold Goblet (Normal),Золотий кубок (звичайний)
DC/Text_DesignData_Item_Item_GoldChaliceA_4001,Gold Goblet (Exquisite),Золотий кубок (Вишуканий)
DC/Text_DesignData_Item_Item_GoldChaliceA_5001,Gold Goblet (Perfect),Золотий кубок (Досконалий)
DC/Text_DesignData_Item_Item_GoldChaliceA_6001,Gold Goblet (Royal),Золотий кубок (Королівський)
DC/Text_DesignData_Item_Item_GoldChaliceA_7001,Gold Goblet (Ultimate),Золотий кубок (Досконалий)
DC/Text_DesignData_Item_Item_GoldChaliceB_1001,Gold Chalice (Cracked),Золотий кубок (Тріснутий)
DC/Text_DesignData_Item_Item_GoldChaliceB_2001,Gold Chalice (Flawed),Золотий кубок (Неповноцінний)
DC/Text_DesignData_Item_Item_GoldChaliceB_3001,Gold Chalice (Normal),Золотий кубок (звичайний)
DC/Text_DesignData_Item_Item_GoldChaliceB_4001,Gold Chalice (Exquisite),Золотий кубок (Вишуканий)
DC/Text_DesignData_Item_Item_GoldChaliceB_5001,Gold Chalice (Perfect),Золотий кубок (Досконалий)
DC/Text_DesignData_Item_Item_GoldChaliceB_6001,Gold Chalice (Royal),Золота чаша (Королівська)
DC/Text_DesignData_Item_Item_GoldChaliceB_7001,Gold Chalice (Ultimate),Золота чаша (Досконала)
DC/Text_DesignData_Item_Item_GoldCoinBag,Gold Coin Bag,Мішок із золотими монетами
DC/Text_DesignData_Item_Item_GoldCoinChest,Gold Coin Chest,Скриня для золотих монет
DC/Text_DesignData_Item_Item_GoldCoinPurse,Gold Coin Purse,Гаманець для золотих монет
DC/Text_DesignData_Item_Item_GoldCoins,Gold Coin,Золота монета
DC/Text_DesignData_Item_Item_GoldCrown_1001,Gold Crown (Cracked),Золота корона (тріснута)
DC/Text_DesignData_Item_Item_GoldCrown_2001,Gold Crown (Flawed),Золота корона (з дефектами)
DC/Text_DesignData_Item_Item_GoldCrown_3001,Gold Crown (Normal),Золота корона (звичайна)
DC/Text_DesignData_Item_Item_GoldCrown_4001,Gold Crown (Exquisite),Золота корона (Вишукана)
DC/Text_DesignData_Item_Item_GoldCrown_5001,Gold Crown (Perfect),Золота корона (Досконала)
DC/Text_DesignData_Item_Item_GoldCrown_6001,Gold Crown (Royal),Золота корона (Королівська)
DC/Text_DesignData_Item_Item_GoldCrown_7001,Gold Crown (Ultimate),Золота корона (Найвища)
DC/Text_DesignData_Item_Item_GoldIngots_5001,Gold Ingot,Золотий злиток
DC/Text_DesignData_Item_Item_GoldOres_5001,Gold Ore,Золота руда
DC/Text_DesignData_Item_Item_GoldPowder_5001,Gold Powder,Золотий порошок
DC/Text_DesignData_Item_Item_GoldWaterpot_1001,Gold Waterpot (Cracked),Золотий горщик (Тріснутий)
DC/Text_DesignData_Item_Item_GoldWaterpot_2001,Gold Waterpot (Flawed),Золотий горщик (Зіпсований)
DC/Text_DesignData_Item_Item_GoldWaterpot_3001,Gold Waterpot (Normal),Золотий горщик (Звичайний)
DC/Text_DesignData_Item_Item_GoldWaterpot_4001,Gold Waterpot (Exquisite),Золотий горщик (Вишуканий)
DC/Text_DesignData_Item_Item_GoldWaterpot_5001,Gold Waterpot (Perfect),Золотий горщик (Досконалий)
DC/Text_DesignData_Item_Item_GoldWaterpot_6001,Gold Waterpot (Royal),Золотий горщик (Королівський)
DC/Text_DesignData_Item_Item_GoldWaterpot_7001,Gold Waterpot (Ultimate),Золотий горщик (Надзвичайний)
DC/Text_DesignData_Item_Item_GoldenArmet_5001,Golden Armet,Золотий Армет
DC/Text_DesignData_Item_Item_GoldenBoots_5001,Golden Boots,Золоті чоботи
DC/Text_DesignData_Item_Item_GoldenChausses_5001,Golden Chausses,Золоті кальсони
DC/Text_DesignData_Item_Item_GoldenCloak_5001,Golden Cloak,Золотий плащ
DC/Text_DesignData_Item_Item_GoldenFellingAxe_5001,Golden Felling Axe,Золота сокира
DC/Text_DesignData_Item_Item_GoldenGauntlets_5001,Golden Gauntlets,Золоті Рукавиці
DC/Text_DesignData_Item_Item_GoldenGjermundbu_5001,Golden Gjermundbu,Золотий Г'єрмундбу
DC/Text_DesignData_Item_Item_GoldenGloves_5001,Golden Gloves,Золоті Рукавички
DC/Text_DesignData_Item_Item_GoldenHounskull_5001,Golden Hounskull,Золотий череп
DC/Text_DesignData_Item_Item_GoldenKey,Golden Key,Золотий ключ
DC/Text_DesignData_Item_Item_GoldenLeafHood_5001,Golden Leaf Hood,Золотий капюшон з золотим листям
DC/Text_DesignData_Item_Item_GoldenLeggings_5001,Golden Leggings,Золоті Легінси
DC/Text_DesignData_Item_Item_GoldenPaddedTunic_5001,Golden Padded Tunic,Золота туніка на підкладці
DC/Text_DesignData_Item_Item_GoldenPlateBoots_5001,Golden Plate Boots,Латні Чоботи з Золота
DC/Text_DesignData_Item_Item_GoldenPlatePants_5001,Golden Plate Pants,Латні Штани з Золота
DC/Text_DesignData_Item_Item_GoldenPlate_5001,Golden Plate,Золоті лати
DC/Text_DesignData_Item_Item_GoldenRobe_5001,Golden Robe,Золотий халат
DC/Text_DesignData_Item_Item_GoldenScarf_5001,Golden Scarf,Золотий шарф
DC/Text_DesignData_Item_Item_GoldenTeeth,Golden Teeth,Золоті зуби
DC/Text_DesignData_Item_Item_GoldenVikingSword_5001,Golden Viking Sword,Золотий меч вікінга
DC/Text_DesignData_Item_Item_GrandBrigandine_1001,Grand Brigandine,Велика бригандина
DC/Text_DesignData_Item_Item_GrandBrigandine_2001,Grand Brigandine,Велика бригандина
DC/Text_DesignData_Item_Item_GrandBrigandine_3001,Grand Brigandine,Велика бригандина
DC/Text_DesignData_Item_Item_GrandBrigandine_4001,Grand Brigandine,Велика бригандина
DC/Text_DesignData_Item_Item_GrandBrigandine_5001,Grand Brigandine,Велика бригандина
DC/Text_DesignData_Item_Item_GrandBrigandine_6001,Grand Brigandine,Велика бригандина
DC/Text_DesignData_Item_Item_GrandBrigandine_7001,Grand Brigandine,Велика бригандина
DC/Text_DesignData_Item_Item_GraveEssence,Grave Essence,Могильна сутність
DC/Text_DesignData_Item_Item_GravewolfGloves_4001,Gravewolf Gloves,Рукавиці могильного вовкулаки
DC/Text_DesignData_Item_Item_GrimsmileRing_5001,Grimsmile Ring,Перстень з гримасою
DC/Text_DesignData_Item_Item_Halberd_1001,Halberd,Алебарда
DC/Text_DesignData_Item_Item_Halberd_2001,Halberd,Алебарда
DC/Text_DesignData_Item_Item_Halberd_3001,Halberd,Алебарда
DC/Text_DesignData_Item_Item_Halberd_4001,Halberd,Алебарда
DC/Text_DesignData_Item_Item_Halberd_5001,Halberd,Алебарда
DC/Text_DesignData_Item_Item_Halberd_6001,Halberd,Алебарда
DC/Text_DesignData_Item_Item_Halberd_7001,Cinder,Кресало
DC/Text_DesignData_Item_Item_HandCrossbow_1001,Hand Crossbow,Ручний арбалет
DC/Text_DesignData_Item_Item_HandCrossbow_2001,Hand Crossbow,Ручний арбалет
DC/Text_DesignData_Item_Item_HandCrossbow_3001,Hand Crossbow,Ручний арбалет
DC/Text_DesignData_Item_Item_HandCrossbow_4001,Hand Crossbow,Ручний арбалет
DC/Text_DesignData_Item_Item_HandCrossbow_5001,Hand Crossbow,Ручний арбалет
DC/Text_DesignData_Item_Item_HandCrossbow_6001,Hand Crossbow,Ручний арбалет
DC/Text_DesignData_Item_Item_HandCrossbow_7001,Hand Crossbow,Ручний арбалет
DC/Text_DesignData_Item_Item_Hatchet_1001,Hatchet,Сокира
DC/Text_DesignData_Item_Item_Hatchet_2001,Hatchet,Сокира
DC/Text_DesignData_Item_Item_Hatchet_3001,Hatchet,Сокира
DC/Text_DesignData_Item_Item_Hatchet_4001,Hatchet,Сокира
DC/Text_DesignData_Item_Item_Hatchet_5001,Hatchet,Сокира
DC/Text_DesignData_Item_Item_Hatchet_6001,Hatchet,Сокира
DC/Text_DesignData_Item_Item_Hatchet_7001,Hatchet,Сокира
DC/Text_DesignData_Item_Item_HealingPotion_1001,Potion of Healing,Зілля зцілення
DC/Text_DesignData_Item_Item_HealingPotion_2001,Potion of Healing,Зілля зцілення
DC/Text_DesignData_Item_Item_HealingPotion_3001,Potion of Healing,Зілля зцілення
DC/Text_DesignData_Item_Item_HealingPotion_4001,Potion of Healing,Зілля зцілення
DC/Text_DesignData_Item_Item_HealingPotion_5001,Potion of Healing,Зілля зцілення
DC/Text_DesignData_Item_Item_HealingPotion_6001,Potion of Healing,Зілля зцілення
DC/Text_DesignData_Item_Item_HealingPotion_7001,Potion of Healing,Зілля зцілення
DC/Text_DesignData_Item_Item_HeaterShield_1001,Heater Shield,Трикутний щит
DC/Text_DesignData_Item_Item_HeaterShield_2001,Heater Shield,Трикутний щит
DC/Text_DesignData_Item_Item_HeaterShield_3001,Heater Shield,Трикутний щит
DC/Text_DesignData_Item_Item_HeaterShield_4001,Heater Shield,Трикутний щит
DC/Text_DesignData_Item_Item_HeaterShield_5001,Heater Shield,Трикутний щит
DC/Text_DesignData_Item_Item_HeaterShield_6001,Heater Shield,Трикутний щит
DC/Text_DesignData_Item_Item_HeaterShield_7001,Aegis,Егіда
DC/Text_DesignData_Item_Item_HeavyBoots_1001,Heavy Boots,Важкі черевики
DC/Text_DesignData_Item_Item_HeavyBoots_2001,Heavy Boots,Важкі черевики
DC/Text_DesignData_Item_Item_HeavyBoots_3001,Heavy Boots,Важкі черевики
DC/Text_DesignData_Item_Item_HeavyBoots_4001,Heavy Boots,Важкі черевики
DC/Text_DesignData_Item_Item_HeavyBoots_5001,Heavy Boots,Важкі черевики
DC/Text_DesignData_Item_Item_HeavyBoots_6001,Heavy Boots,Важкі черевики
DC/Text_DesignData_Item_Item_HeavyBoots_7001,Heavy Boots,Важкі черевики
DC/Text_DesignData_Item_Item_HeavyGambeson_1001,Heavy Gambeson,Важкий гамбезон
DC/Text_DesignData_Item_Item_HeavyGambeson_2001,Heavy Gambeson,Важкий гамбезон
DC/Text_DesignData_Item_Item_HeavyGambeson_3001,Heavy Gambeson,Важкий гамбезон
DC/Text_DesignData_Item_Item_HeavyGambeson_4001,Heavy Gambeson,Важкий гамбезон
DC/Text_DesignData_Item_Item_HeavyGambeson_5001,Heavy Gambeson,Важкий гамбезон
DC/Text_DesignData_Item_Item_HeavyGambeson_6001,Heavy Gambeson,Важкий гамбезон
DC/Text_DesignData_Item_Item_HeavyGambeson_7001,Heavy Gambeson,Важкий гамбезон
DC/Text_DesignData_Item_Item_HeavyGauntlet_1001,Heavy Gauntlets,Важкі Латні Рукавиці
DC/Text_DesignData_Item_Item_HeavyGauntlet_2001,Heavy Gauntlets,Важкі Латні Рукавиці
DC/Text_DesignData_Item_Item_HeavyGauntlet_3001,Heavy Gauntlets,Важкі Латні Рукавиці
DC/Text_DesignData_Item_Item_HeavyGauntlet_4001,Heavy Gauntlets,Важкі Латні Рукавиці
DC/Text_DesignData_Item_Item_HeavyGauntlet_5001,Heavy Gauntlets,Важкі Латні Рукавиці
DC/Text_DesignData_Item_Item_HeavyGauntlet_6001,Heavy Gauntlets,Важкі Латні Рукавиці
DC/Text_DesignData_Item_Item_HeavyGauntlet_7001,Heavy Gauntlets,Важкі Латні Рукавиці
DC/Text_DesignData_Item_Item_HeavyGauntlet_RS,Rubysilver Gauntlets,Важкі Латні Рукавиці З Рубінового Срібла
DC/Text_DesignData_Item_Item_HeavyLeatherLeggings_1001,Heavy Leather Leggings,Важкі шкіряні легінси
DC/Text_DesignData_Item_Item_HeavyLeatherLeggings_2001,Heavy Leather Leggings,Важкі шкіряні легінси
DC/Text_DesignData_Item_Item_HeavyLeatherLeggings_3001,Heavy Leather Leggings,Важкі шкіряні легінси
DC/Text_DesignData_Item_Item_HeavyLeatherLeggings_4001,Heavy Leather Leggings,Важкі шкіряні легінси
DC/Text_DesignData_Item_Item_HeavyLeatherLeggings_5001,Heavy Leather Leggings,Важкі шкіряні легінси
DC/Text_DesignData_Item_Item_HeavyLeatherLeggings_6001,Heavy Leather Leggings,Важкі шкіряні легінси
DC/Text_DesignData_Item_Item_HeavyLeatherLeggings_7001,Heavy Leather Leggings,Важкі шкіряні легінси
DC/Text_DesignData_Item_Item_Hood_RS,Rubysilver Hood,Капюшон з рубінового срібла
DC/Text_DesignData_Item_Item_HornOfCentaur,Centaur Horn,Ріг кентавра
DC/Text_DesignData_Item_Item_HorsemansAxe_1001,Horseman's Axe,Сокира вершника
DC/Text_DesignData_Item_Item_HorsemansAxe_2001,Horseman's Axe,Сокира вершника
DC/Text_DesignData_Item_Item_HorsemansAxe_3001,Horseman's Axe,Сокира вершника
DC/Text_DesignData_Item_Item_HorsemansAxe_4001,Horseman's Axe,Сокира вершника
DC/Text_DesignData_Item_Item_HorsemansAxe_5001,Horseman's Axe,Сокира вершника
DC/Text_DesignData_Item_Item_HorsemansAxe_6001,Horseman's Axe,Сокира вершника
DC/Text_DesignData_Item_Item_HorsemansAxe_7001,Famine,Сокира вершника
DC/Text_DesignData_Item_Item_Hounskull_1001,Hounskull,Шолом
DC/Text_DesignData_Item_Item_Hounskull_2001,Hounskull,Шолом
DC/Text_DesignData_Item_Item_Hounskull_3001,Hounskull,Шолом
DC/Text_DesignData_Item_Item_Hounskull_4001,Hounskull,Шолом
DC/Text_DesignData_Item_Item_Hounskull_5001,Hounskull,Шолом
DC/Text_DesignData_Item_Item_Hounskull_6001,Hounskull,Шолом
DC/Text_DesignData_Item_Item_Hounskull_7001,Hounskull,Шолом
DC/Text_DesignData_Item_Item_HuntingTrap_1001,Hunting Trap,Капкан
DC/Text_DesignData_Item_Item_HuntingTrap_2001,Hunting Trap,Капкан
DC/Text_DesignData_Item_Item_HuntingTrap_3001,Hunting Trap,Капкан
DC/Text_DesignData_Item_Item_HuntingTrap_4001,Hunting Trap,Капкан
DC/Text_DesignData_Item_Item_HuntingTrap_5001,Hunting Trap,Капкан
DC/Text_DesignData_Item_Item_HuntingTrap_6001,Hunting Trap,Капкан
DC/Text_DesignData_Item_Item_HuntingTrap_7001,Hunting Trap,Капкан
DC/Text_DesignData_Item_Item_InfectedFlesh,Infected Flesh,Заражена плоть
DC/Text_DesignData_Item_Item_IntactSkull,Intact Skull,Неушкоджений череп
DC/Text_DesignData_Item_Item_InvisibilityPotion_1001,Potion of Invisibility,Зілля невидимості
DC/Text_DesignData_Item_Item_InvisibilityPotion_2001,Potion of Invisibility,Зілля невидимості
DC/Text_DesignData_Item_Item_InvisibilityPotion_3001,Potion of Invisibility,Зілля невидимості
DC/Text_DesignData_Item_Item_InvisibilityPotion_4001,Potion of Invisibility,Зілля невидимості
DC/Text_DesignData_Item_Item_InvisibilityPotion_5001,Potion of Invisibility,Зілля невидимості
DC/Text_DesignData_Item_Item_InvisibilityPotion_6001,Potion of Invisibility,Зілля невидимості
DC/Text_DesignData_Item_Item_InvisibilityPotion_7001,Potion of Invisibility,Зілля невидимості
DC/Text_DesignData_Item_Item_IronIngots_2001,Iron Ingot,Залізний злиток
DC/Text_DesignData_Item_Item_IronOres_2001,Iron Ore,Залізна руда
DC/Text_DesignData_Item_Item_IronPowder_2001,Iron Powder,Залізний порошок
DC/Text_DesignData_Item_Item_KettleHat_1001,Kettle Hat,Капелюх-чайник
DC/Text_DesignData_Item_Item_KettleHat_2001,Kettle Hat,Капелюх-чайник
DC/Text_DesignData_Item_Item_KettleHat_3001,Kettle Hat,Капелюх-чайник
DC/Text_DesignData_Item_Item_KettleHat_4001,Kettle Hat,Капелюх-чайник
DC/Text_DesignData_Item_Item_KettleHat_5001,Kettle Hat,Капелюх-чайник
DC/Text_DesignData_Item_Item_KettleHat_6001,Kettle Hat,Капелюх-чайник
DC/Text_DesignData_Item_Item_KettleHat_7001,Kettle Hat,Капелюх-чайник
DC/Text_DesignData_Item_Item_KoboldEar,Kobold's Ear,Вухо кобольда
DC/Text_DesignData_Item_Item_KrisDagger_1001,Kris Dagger,Кинджал Кріс
DC/Text_DesignData_Item_Item_KrisDagger_2001,Kris Dagger,Кинджал Кріс
DC/Text_DesignData_Item_Item_KrisDagger_3001,Kris Dagger,Кинджал Кріс
DC/Text_DesignData_Item_Item_KrisDagger_4001,Kris Dagger,Кинджал Кріс
DC/Text_DesignData_Item_Item_KrisDagger_5001,Kris Dagger,Кинджал Кріс
DC/Text_DesignData_Item_Item_KrisDagger_6001,Kris Dagger,Кинджал Кріс
DC/Text_DesignData_Item_Item_KrisDagger_7001,Kris Dagger,Кинджал Кріс
DC/Text_DesignData_Item_Item_LacedTurnshoe_1001,Laced Turnshoe,Черевики зі шнурками
DC/Text_DesignData_Item_Item_LacedTurnshoe_2001,Laced Turnshoe,Черевики зі шнурками
DC/Text_DesignData_Item_Item_LacedTurnshoe_3001,Laced Turnshoe,Черевики зі шнурками
DC/Text_DesignData_Item_Item_LacedTurnshoe_4001,Laced Turnshoe,Черевики зі шнурками
DC/Text_DesignData_Item_Item_LacedTurnshoe_5001,Laced Turnshoe,Черевики зі шнурками
DC/Text_DesignData_Item_Item_LacedTurnshoe_6001,Laced Turnshoe,Черевики зі шнурками
DC/Text_DesignData_Item_Item_LacedTurnshoe_7001,Laced Turnshoe,Черевики зі шнурками
DC/Text_DesignData_Item_Item_LanternShield_1001,Lantern Shield,Щит з ліхтарем
DC/Text_DesignData_Item_Item_LanternShield_2001,Lantern Shield,Щит з ліхтарем
DC/Text_DesignData_Item_Item_LanternShield_3001,Lantern Shield,Щит з ліхтарем
DC/Text_DesignData_Item_Item_LanternShield_4001,Lantern Shield,Щит з ліхтарем
DC/Text_DesignData_Item_Item_LanternShield_5001,Lantern Shield,Щит з ліхтарем
DC/Text_DesignData_Item_Item_LanternShield_6001,Lantern Shield,Щит з ліхтарем
DC/Text_DesignData_Item_Item_LanternShield_7001,Lantern Shield,Щит з ліхтарем
DC/Text_DesignData_Item_Item_Lantern_1001,Lantern,Ліхтар
DC/Text_DesignData_Item_Item_Lantern_2001,Lantern,Ліхтар
DC/Text_DesignData_Item_Item_Lantern_3001,Lantern,Ліхтар
DC/Text_DesignData_Item_Item_Lantern_4001,Lantern,Ліхтар
DC/Text_DesignData_Item_Item_Lantern_5001,Lantern,Ліхтар
DC/Text_DesignData_Item_Item_Lantern_6001,Lantern,Ліхтар
DC/Text_DesignData_Item_Item_Lantern_7001,Lantern,Ліхтар
DC/Text_DesignData_Item_Item_LargeScroll_1001,Ancient Scroll (Cracked),Старовинний сувій (Тріснутий)
DC/Text_DesignData_Item_Item_LargeScroll_2001,Ancient Scroll (Flawed),Старовинний сувій (Зіпсований)
DC/Text_DesignData_Item_Item_LargeScroll_3001,Ancient Scroll (Normal),Старовинний сувій (Звичайний)
DC/Text_DesignData_Item_Item_LargeScroll_4001,Ancient Scroll (Exquisite),Старовинний сувій (Вишуканий)
DC/Text_DesignData_Item_Item_LargeScroll_5001,Ancient Scroll (Perfect),Старовинний сувій (Досконалий)
DC/Text_DesignData_Item_Item_LargeScroll_6001,Ancient Scroll (Royal),Старовинний сувій (Королівський)
DC/Text_DesignData_Item_Item_LargeScroll_7001,Ancient Scroll (Ultimate),Старовинний сувій (Надзвичайний)
DC/Text_DesignData_Item_Item_LeatherBonnet_1001,Leather Bonnet,Шкіряний кашкет
DC/Text_DesignData_Item_Item_LeatherBonnet_2001,Leather Bonnet,Шкіряний кашкет
DC/Text_DesignData_Item_Item_LeatherBonnet_3001,Leather Bonnet,Шкіряний кашкет
DC/Text_DesignData_Item_Item_LeatherBonnet_4001,Leather Bonnet,Шкіряний кашкет
DC/Text_DesignData_Item_Item_LeatherBonnet_5001,Leather Bonnet,Шкіряний кашкет
DC/Text_DesignData_Item_Item_LeatherBonnet_6001,Leather Bonnet,Шкіряний кашкет
DC/Text_DesignData_Item_Item_LeatherBonnet_7001,Leather Bonnet,Шкіряний кашкет
DC/Text_DesignData_Item_Item_LeatherCap_1001,Leather Cap,Шкіряна шапка
DC/Text_DesignData_Item_Item_LeatherCap_2001,Leather Cap,Шкіряна шапка
DC/Text_DesignData_Item_Item_LeatherCap_3001,Leather Cap,Шкіряна шапка
DC/Text_DesignData_Item_Item_LeatherCap_4001,Leather Cap,Шкіряна шапка
DC/Text_DesignData_Item_Item_LeatherCap_5001,Leather Cap,Шкіряна шапка
DC/Text_DesignData_Item_Item_LeatherCap_6001,Leather Cap,Шкіряна шапка
DC/Text_DesignData_Item_Item_LeatherCap_7001,Leather Cap,Шкіряна шапка
DC/Text_DesignData_Item_Item_LeatherCap_RS,Rubysilver Cap,Шкіряна шапка з рубінового срібла
DC/Text_DesignData_Item_Item_LeatherChausses_1001,Leather Chausses,Шкіряні кальсони
DC/Text_DesignData_Item_Item_LeatherChausses_2001,Leather Chausses,Шкіряні кальсони
DC/Text_DesignData_Item_Item_LeatherChausses_3001,Leather Chausses,Шкіряні кальсони
DC/Text_DesignData_Item_Item_LeatherChausses_4001,Leather Chausses,Шкіряні кальсони
DC/Text_DesignData_Item_Item_LeatherChausses_5001,Leather Chausses,Шкіряні кальсони
DC/Text_DesignData_Item_Item_LeatherChausses_6001,Leather Chausses,Шкіряні кальсони
DC/Text_DesignData_Item_Item_LeatherChausses_7001,Leather Chausses,Шкіряні кальсони
DC/Text_DesignData_Item_Item_LeatherGloves_1001,Leather Gloves,Шкіряні рукавички
DC/Text_DesignData_Item_Item_LeatherGloves_2001,Leather Gloves,Шкіряні рукавички
DC/Text_DesignData_Item_Item_LeatherGloves_3001,Leather Gloves,Шкіряні рукавички
DC/Text_DesignData_Item_Item_LeatherGloves_4001,Leather Gloves,Шкіряні рукавички
DC/Text_DesignData_Item_Item_LeatherGloves_5001,Leather Gloves,Шкіряні рукавички
DC/Text_DesignData_Item_Item_LeatherGloves_6001,Leather Gloves,Шкіряні рукавички
DC/Text_DesignData_Item_Item_LeatherGloves_7001,Leather Gloves,Шкіряні рукавички
DC/Text_DesignData_Item_Item_LeatherLeggings_1001,Leather Leggings,Шкіряні легінси
DC/Text_DesignData_Item_Item_LeatherLeggings_2001,Leather Leggings,Шкіряні легінси
DC/Text_DesignData_Item_Item_LeatherLeggings_3001,Leather Leggings,Шкіряні легінси
DC/Text_DesignData_Item_Item_LeatherLeggings_4001,Leather Leggings,Шкіряні легінси
DC/Text_DesignData_Item_Item_LeatherLeggings_5001,Leather Leggings,Шкіряні легінси
DC/Text_DesignData_Item_Item_LeatherLeggings_6001,Leather Leggings,Шкіряні легінси
DC/Text_DesignData_Item_Item_LeatherLeggings_7001,Leather Leggings,Шкіряні легінси
DC/Text_DesignData_Item_Item_LeatherLeggings_RS,Rubysilver Leggings,Шкіряні легінси з рубінового срібла
DC/Text_DesignData_Item_Item_Lifeleaf_1001,Lifeleaf,Листок життя
DC/Text_DesignData_Item_Item_Lifeleaf_2001,Lifeleaf,Листок життя
DC/Text_DesignData_Item_Item_Lifeleaf_3001,Lifeleaf,Листок життя
DC/Text_DesignData_Item_Item_Lifeleaf_4001,Lifeleaf,Листок життя
DC/Text_DesignData_Item_Item_Lifeleaf_5001,Lifeleaf,Листок життя
DC/Text_DesignData_Item_Item_Lifeleaf_6001,Lifeleaf,Листок життя
