key,source,target
DC/Text_UI_WB_KarmaReport_Punish,Punish,Карати
DC/Text_UI_WB_KarmaReport_PunishTeamKiller,Punish Team Killer,Покарати вбивцю команди
DC/Text_UI_WB_KarmaReport_Title,Karma & Fame,Карма і слава
DC/Text_UI_WB_KarmaReport_Title_1st,Most Recent Match,Останній матч
DC/Text_UI_WB_KarmaReport_Title_2nd,2nd Most Recent Match,2-й за рахунком матч
DC/Text_UI_WB_KarmaReport_Title_3rd,3rd Most Recent Match,3-й за рахунком матч
DC/Text_UI_WB_KarmaReport_Title_4th,4th Most Recent Match,4-й за рахунком матч
DC/Text_UI_WB_KarmaReport_Title_5th,5th Most Recent Match,5-й за рахунком матч
DC/Text_UI_WB_KarmaReport_Title_6th,6th Most Recent Match,6-й за рахунком матч
DC/Text_UI_WB_LeaderboardDetailPopup_Desc_Normal,"- Earn a ‘Seasonal Title’ through the dungeons.​

- Your Title is determined by the amount of Adventure Points (AP)
you accumulate during the season.​

- A separate ‘Title’ is calculated for each dungeon.
Your highest title is always displayed for your adventurer.​

- Earn AP by killing monsters, enemy players, opening chests and
escaping the dungeons.
AP is also determined by the value of the treasure loot that you
extract from the dungeons.
Going deeper into the dungeons, killing bosses and sub-bosses,
and looting rare chests give higher AP. ​

- An AP entry fee is subtracted from your total based on
your current Title each time you enter a dungeon. ​

- Dying in the dungeons forfeits all AP from that session.​

- Your in-game name and border will reflect your highest seasonal title.​","- Заробіть «Сезонний титул» у підземеллях.

- Ваш титул визначається кількістю очок пригод (AP), які ви накопичите протягом сезону.

- Для кожного підземелля
розраховується окремий «Титул».Ваше найвище звання завжди відображається для вашого шукача пригод.

- Заробляйте AP, вбиваючи монстрів, ворожих гравців,
відкриваючи скрині та втікаючи з підземель.
AP також визначається вартістю здобичі скарбів, які ви
видобуваєте з підземель.
Заглиблюючись у підземелля, вбиваючи босів і суб-босів,
а також грабуючи рідкісні скрині, ви отримуєте вищий AP.

- Плата за вхід в AP віднімається від загальної суми на основі
вашого поточного титулу щоразу, коли ви входите в підземелля.

- Смерть у підземеллях позбавляє всіх AP з цієї сесії.

- Ваше ім'я та рамка в грі відображатимуть ваш найвищий сезонний титул."
DC/Text_UI_WB_LoadingScreen_Loading,Loading...,Завантаження...
DC/Text_UI_WB_LoadingScreen_Loading_Tooltip_00,"       Use your torch to light up dark areas.
Use the mouse right-click to throw your torch.","       Використовуйте смолоскип, щоб освітити темні ділянки.
Використовуйте праву клавішу миші, щоб кинути смолоскип."
DC/Text_UI_WB_LoadingScreen_Loading_Tooltip_01,"Aim for the Head! Headshots do extra damage!
Attacks to the limbs do the least damage.","Цільтесь в голову! Постріли в голову завдають додаткової шкоди!
Найменшої шкоди завдають удари по кінцівках."
DC/Text_UI_WB_LoadingScreen_Loading_Tooltip_02,"You can revive a teammate if they die. Collect their ‘soul heart’ from their corpse after removing their chest armor.
Find a sacrificial altar with their ‘soul heart’ equipped and make a small blood sacrifice.","Ви можете оживити товариша по команді, якщо він помре. Зберіть їхнє «серце душі» з трупа, знявши нагрудну броню.
Знайдіть жертовний вівтар зі спорядженим «серцем душі» і принесіть невелику жертву крові."
DC/Text_UI_WB_LoadingScreen_Loading_Tooltip_03,"A portal closes as soon as someone passes through it.
Sometimes it’s better to let an enemy open a portal, then steal it for yourself!","Портал закривається, як тільки хтось проходить через нього.
Іноді краще дозволити ворогу відкрити портал і вкрасти його."
DC/Text_UI_WB_LoadingScreen_Loading_Tooltip_04,"To cast a spell as a magic caster, make sure you equip the 'Spell Memory' skill. Magic casters can select their spell in-game by
holding down their 'Spell Memory' skill key. Equip a magic weapon and hold down the right mouse to cast your spell.","Щоб застосувати заклинання як заклинатель магії, переконайтеся, що ви спорядили навичку «Пам'ять заклинань». Заклинателі магії можуть вибрати свої заклинання в грі,
утримуючи клавішу навички «Пам'ять чарів». Екіпіруйте магічну зброю і утримуйте праву мишу, щоб вимовити своє заклинання."
DC/Text_UI_WB_LoadingScreen_Loading_Tooltip_05,Sell the loot you collect in the dungeon to the right merchant to build up your coffers.,"Продайте здобич, яку ви збираєте в підземеллі, потрібному торговцю, щоб поповнити свою скарбницю."
DC/Text_UI_WB_LoadingScreen_Loading_Tooltip_06,"You must aim your shield to block an attack. look up to block a downward slash. If an attack hits a body part that sticks
out like the top of your head, you will still take damage even if the weapon bounces off your shield.","Ви повинні націлити свій щит, щоб заблокувати атаку. Подивіться вгору, щоб заблокувати похилу риску, спрямовану вниз. Якщо атака влучить у частину тіла, яка стирчить
, як верхівка голови, ви все одно отримаєте шкоду, навіть якщо зброя відскочить від вашого щита."
DC/Text_UI_WB_Login_ConfirmReconnectText,"The match is still in progress. Would you like to reconnect?
If you do not log in again, you will lose all your items.","Матч ще триває. Бажаєте відновити підключення?
Якщо ви не ввійдете в систему знову, ви втратите всі свої предмети."
DC/Text_UI_WB_Login_Connect,Connecting...,Підключення...
DC/Text_UI_WB_Login_IRONMACE,"© 2022. IRONMACE Co., Ltd. All Rights Reserved.","© 2022. IRONMACE Co., Ltd. Всі права захищені."
DC/Text_UI_WB_Login_LoginBtn,Login,Логін
DC/Text_UI_WB_Login_PrevGameClosed,An unknown problem has occurred in the dungeon. We return to the tavern.,У підземеллі сталася невідома проблема. Повертаємося в корчму.
DC/Text_UI_WB_MailboxInventory_Close,Close,Закрити
DC/Text_UI_WB_MailboxInventory_Off,Off,Вимкнено
DC/Text_UI_WB_MailboxInventory_On,On,Увімкнено
DC/Text_UI_WB_MailboxInventory_PartyPrivacy,Allow Party Invites,Дозволити запрошення у лобі
DC/Text_UI_WB_MailboxInventory_TopTitle,Invite List,Список запрошеннь
DC/Text_UI_WB_MenuOptionToggleSwitchSlot_Off,Off,Вимкнено
DC/Text_UI_WB_MenuOptionToggleSwitchSlot_On,On,Увімкнено
DC/Text_UI_WB_MenuOptionsAudios_BackgroundVolume_Desc,Background Volume,Фоновий Звук
DC/Text_UI_WB_MenuOptionsAudios_BackgroundVolume_Title,Background Volume,Фоновий Звук
DC/Text_UI_WB_MenuOptionsAudios_EffectVolume_Desc,Effect Volume,Гучність ефектів
DC/Text_UI_WB_MenuOptionsAudios_EffectVolume_Title,Effect Volume,Гучність Ефектів
DC/Text_UI_WB_MenuOptionsAudios_MusicVolume_Desc,Music Volume,Гучність музики
DC/Text_UI_WB_MenuOptionsAudios_MusicVolume_Title,Music Volume,Гучність музики
DC/Text_UI_WB_MenuOptionsAudios_Sound,Sound,Звук
DC/Text_UI_WB_MenuOptionsAudios_TotalVolume_Desc,Total Volume,Загальна гучність
DC/Text_UI_WB_MenuOptionsAudios_TotalVolume_Title,Total Volume,Загальна Гучність
DC/Text_UI_WB_MenuOptionsAudios_Voip,Voice Chat,Голосовий чат
DC/Text_UI_WB_MenuOptionsAudios_VoipInputVolume_Desc,Voice Chat Input Volume,Гучність введення голосового чату
DC/Text_UI_WB_MenuOptionsAudios_VoipInputVolume_Title,Voice Chat Input Volume,Гучність введення голосового чату
DC/Text_UI_WB_MenuOptionsAudios_VoipMode_Desc,Voice Chat Channel,Канал голосового чату
DC/Text_UI_WB_MenuOptionsAudios_VoipMode_Title,Voice Chat Channel,Канал голосового чату
DC/Text_UI_WB_MenuOptionsAudios_VoipOnOff_Desc,Voice Chat,Голосовий чат
DC/Text_UI_WB_MenuOptionsAudios_VoipOnOff_Title,Voice Chat,Голосовий чат
DC/Text_UI_WB_MenuOptionsAudios_VoipOutputVolume_Desc,Voice Chat Output Volume,Гучність виведення голосового чату
DC/Text_UI_WB_MenuOptionsAudios_VoipOutputVolume_Title,Voice Chat Output Volume,Гучність виведення голосового чату
DC/Text_UI_WB_MenuOptionsAudios_Volume,Volume,Гучність
DC/Text_UI_WB_MenuOptionsControls_LanguageCategory,Language,Мова
DC/Text_UI_WB_MenuOptionsControls_MouseCategory,Mouse,Миша
DC/Text_UI_WB_MenuOptionsControls_MouseXYAxisSensitivity,"X,Y-Axis Sensitivity","Чутливість осі X, Y"
DC/Text_UI_WB_MenuOptionsControls_MouseXYAxisSensitivityDesc,"Sets the sensitivity of the mouse's horizontal (x) and Vertical (Y) axis.
With higher settings the camera will move faster when
looking left , right , Up , Down with the mouse.","Встановлює чутливість горизонтальної осі (x) і вертикальної (Y) осі миші.
При більш високих налаштуваннях камера буде рухатися швидше при погляді вліво, вправо, вгору, вниз за допомогою миші."
DC/Text_UI_WB_MenuOptionsControls_TemporaryCategory,Temporary,Інше
DC/Text_UI_WB_MenuOptionsInput_InputBindDesc,"Minimal custom keybinds.
You can bind up to two mouse or key inputs per action.
More advanced customization will be added in the future.","Мінімальні користувацькі комбінації клавіш.
Ви можете прив'язати до двох введень миші або клавіші за одну дію.
У майбутньому буде додано більш просунуту кастомізацію."
DC/Text_UI_WB_MenuOptionsInput_InputBindTitle,Key Bind Setting,Налаштування прив'язки клавіш
DC/Text_UI_WB_MenuOptionsVideos_ClothSimuation_Desc,Cloth Simulation,Імітація тканини
DC/Text_UI_WB_MenuOptionsVideos_ClothSimuation_Title,Cloth Simulation,Імітація тканини
DC/Text_UI_WB_MenuOptionsVideos_Display,Display,Відображення
DC/Text_UI_WB_MenuOptionsVideos_DisplayBrightness_Desc,Display Brightness,Яскравість дисплея
DC/Text_UI_WB_MenuOptionsVideos_DisplayBrightness_Title,Display Brightness,Яскравість дисплея
DC/Text_UI_WB_MenuOptionsVideos_DisplayMode_Desc,Display Mode,Режим відображення
DC/Text_UI_WB_MenuOptionsVideos_DisplayMode_Title,Display Mode,Режим відображення
DC/Text_UI_WB_MenuOptionsVideos_DisplayResolution_Desc,Display Resolution,Роздільна здатність дисплея
DC/Text_UI_WB_MenuOptionsVideos_DisplayResolution_Title,Display Resolution,Роздільна здатність дисплея
DC/Text_UI_WB_MenuOptionsVideos_FrameRateMeta_Desc,Menu Frame Rate Limit,Обмеження частоти кадрів меню
DC/Text_UI_WB_MenuOptionsVideos_FrameRateMeta_Title,Menu Frame Rate Limit,Обмеження частоти кадрів меню
DC/Text_UI_WB_MenuOptionsVideos_FrameRate_Desc,Frame Rate Limit,Обмеження частоти кадрів
DC/Text_UI_WB_MenuOptionsVideos_FrameRate_Title,Frame Rate,Частоту
DC/Text_UI_WB_MenuOptionsVideos_PostProcessing_Desc,Post Processing,Постобробка
DC/Text_UI_WB_MenuOptionsVideos_PostProcessing_Title,Post Processing,Постобробка
DC/Text_UI_WB_MenuOptionsVideos_RenderScale_Desc,Display Resolution Render Scale  50% ~ 200%,Роздільна здатність дисплея Render Scale 50% ~ 200%
DC/Text_UI_WB_MenuOptionsVideos_RenderScale_Title,Render Scale,Масштаб рендерингу
DC/Text_UI_WB_MenuOptionsVideos_ShadowQuality_Desc,Shadow Quality,Якість тіней
DC/Text_UI_WB_MenuOptionsVideos_ShadowQuality_Title,Shadow Quality,Якість тіней
DC/Text_UI_WB_MenuOptionsVideos_TextureQuality_Desc,Texture Quality,Якість текстури
DC/Text_UI_WB_MenuOptionsVideos_TextureQuality_Title,Texture Quality,Якість текстури
DC/Text_UI_WB_MenuOptionsVideos_VisualEffectsQuality_Desc,Visual Effects Quality,Якість ефектів
DC/Text_UI_WB_MenuOptionsVideos_VisualEffectsQuality_Title,Visual Effects Quality,Якість візуальних ефектів
DC/Text_UI_WB_MenuOptionsVideos_VisualQuality,Visual Quality,Візуальна якість
DC/Text_UI_WB_MenuOptions_Audio,Audio,Аудіо
DC/Text_UI_WB_MenuOptions_General,General,Загальне
DC/Text_UI_WB_MenuOptions_Inputs,Inputs,Введення
DC/Text_UI_WB_MenuOptions_Video,Video,Відео
DC/Text_UI_WB_Menu_CharacterSelectOff_CharacterSelect,CHARACTER SELECT,ВИБІР ПЕРСОНАЖА
DC/Text_UI_WB_Menu_ContinueBtnOff_Return,RETURN,ПОВЕРНУТИСЯ
DC/Text_UI_WB_Menu_ExitBtnOff_ExitGame,EXIT GAME,ВИЙТИ З ГРИ
DC/Text_UI_WB_Menu_LobbyBtnOff_Exit2Lobby,EXIT TO LOBBY,ВИХІД У ЛОБІ
DC/Text_UI_WB_Menu_OptionBtnOff_Options,OPTIONS,ПАРАМЕТРИ
DC/Text_UI_WB_Menu_OptionBtnOn_Options,OPTIONS,ПАРАМЕТРИ
DC/Text_UI_WB_MerchantItemBase_NotInteresting,Not Interested In Buying,Не зацікавлені в покупці
DC/Text_UI_WB_PlayServerSelectBtn_SelectServer,Select Server,Виберіть сервер
DC/Text_UI_WB_PlayUserInfo_CharacterSelect,Character Select,Вибір персонажа
DC/Text_UI_WB_PlayUserInfo_Class,Class,Клас
DC/Text_UI_WB_PlayUserInfo_Customize,Customize,Кастомізація
DC/Text_UI_WB_PlayUserInfo_Dungeon,Dungeon,Темниця
DC/Text_UI_WB_PlayUserInfo_LeaderBoard,Leaderboard,Таблиця лідерів
DC/Text_UI_WB_PlayUserInfo_Lobby,Lobby,Лобі
DC/Text_UI_WB_PlayUserInfo_Merchant,Merchant,Купець
DC/Text_UI_WB_PlayUserInfo_Offline,Offline,Не в мережі
DC/Text_UI_WB_PlayUserInfo_Ready,Ready,Готовий
DC/Text_UI_WB_PlayUserInfo_Shop,Shop,Цех
DC/Text_UI_WB_PlayUserInfo_Stash,Stash,Збирати
DC/Text_UI_WB_PlayUserInfo_Trade,Trade,Торгівля
DC/Text_UI_WB_Play_Cancel,Cancel,Скасувати
DC/Text_UI_WB_Play_ClassChange,"Class
Change","Зміна класу
"
DC/Text_UI_WB_Play_ExitParty,Exit Party,Вийти з лобі
DC/Text_UI_WB_Play_FameAndKarma,Karma & Fame,Карма і слава
DC/Text_UI_WB_Play_Ready,Ready,Готовий
DC/Text_UI_WB_Play_SelectServer,"Select
Server","Виберіть
сервер"
DC/Text_UI_WB_Play_Start,Start,Почати
DC/Text_UI_WB_Play_UserList,"Player
List","Список гравців
"
DC/Text_UI_WB_QuestLog_Back,[ESC] Back,[ESC] Назад
DC/Text_UI_WB_ReportPlayerChecklistSlot_ReportedItem,This has already been reported.,Про це вже повідомлялося.
DC/Text_UI_WB_ReportPlayerResultPopup_ProcessingDate,Processing Date:,Дата обробки:
DC/Text_UI_WB_ReportPlayer_ReportPlayerTitle,Report Player,Поскаржитися на гравця
DC/Text_UI_WB_ReportPlayer_ReportPlayer_AnnounceText,Please tell us what happened with this player,"Розкажіть, будь ласка, що сталося з цим плеєром"
DC/Text_UI_WB_ShopItemSlot_AlreadyOwned,Owned,Належать
DC/Text_UI_WB_TavernStartTimer_TimeDesc_00,Next adventure starts in,Наступна пригода починається
DC/Text_UI_WB_TavernStartTimer_TimeDesc_01,or as soon as the basecamp is full,або як тільки базовий табір заповниться
DC/Text_UI_WB_TradeBox_Sec, s,
DC/Text_UI_WB_TradeBox_TotalGold,Gold : ,Золото:
DC/Text_UI_WB_TradeChannelList_SelectChannel,Select a Channel,Виберіть канал
DC/Text_UI_WB_TradeChat_PrivateTradingRoom,Private Trading Room,Приватний торговий зал
DC/Text_UI_WB_TradeInfo_TradingMasterDesc,"We know that trading items in
the dungeon is an extremely
risky endeavor. The trader's
guild strives to facilitate a
quick and safe trade
environment... for a price.","Ми знаємо, що торгівля предметами в
підземеллі – надзвичайно
ризикована справа.
Гільдія трейдерів прагне сприяти
швидкому та безпечному
торговому середовищу... за певну ціну."
DC/Text_UI_WB_TradeInfo_TradingMasterName,Trading Master,Майстер трейдингу
DC/Text_UI_WB_TradeMembershipSubscriptionGroup_InitiationFee,Initiation Fee:,Вступний внесок:
DC/Text_UI_WB_TradeMembershipSubscriptionGroup_RequirementsTitle,Requirements,Вимоги
DC/Text_UI_WB_TradeMembershipSubscriptionGroup_RulesTitle,Rules,Правила
DC/Text_UI_WB_TradeMembershipSubscriptionGroup_Rules_00,"1. The guild accepts members of all classes, races, and alignments. Don’t be a jerk in the Trading Post Channel. No profanity, racists, and exclusionary language in chat.","1. Гільдія приймає членів усіх класів, рас і розкладів. Не будьте придурком у каналі Trading Post. У чаті немає нецензурної лексики, расистських висловлювань і нецензурної лексики."
DC/Text_UI_WB_TradeMembershipSubscriptionGroup_Rules_01,2. No personal attacks on other traders.,2. Відсутність персональних нападок на інших трейдерів.
DC/Text_UI_WB_TradeMembershipSubscriptionGroup_Rules_02,3. No NSFW content.,3. Відсутність контенту NSFW.
DC/Text_UI_WB_TradeMembershipSubscriptionGroup_Rules_03,4. Your account will be banned from the Early Access for breaking the rules.,4. Ваш обліковий запис буде заблоковано в дочасному доступі за порушення правил.
DC/Text_UI_WB_TradeMembershipSubscriptionGroup_Title,Traders Guild Membership,Членство в Гільдії трейдерів
DC/Text_UI_WB_TradeMembershipSubscriptionGroup_TradeCost,Cost per trade: ,Вартість угоди:
DC/Text_UI_WB_TradingPhaseConfirm_FinalAnnouncement,Trade Confirmation! Please check ALL trade items! All trades are final!,"Підтвердження торгівлі! Будь ласка, перевірте ВСІ предмети торгівлі! Усі угоди є остаточними!"
DC/Text_UI_WB_TradingPhaseConfirm_Gold,gold,золото
DC/Text_UI_WB_TradingPhaseConfirm_TradeFee,Trade Fee,Комісія за торгівлю
DC/Text_UI_WB_TradingPhaseConfirm_TradingPhase,Trading Phase,Фаза торгівлі
DC/Text_UI_WB_TradingPhaseDeal_Announcement,Once both traders have approved the items we will advance to the trade confirmation stage.,"Після того, як обидва трейдери схвалять елементи, ми перейдемо до етапу підтвердження угоди."
DC/Text_UI_WB_TradingPhaseDeal_TradeFeeTitle,Trade Fee,Комісія за торгівлю
DC/Text_UI_WB_TradingPhaseDeal_TradingPhase,Trading Phase,Фаза торгівлі
DC/Text_UI_WB_UnEquipMusicTypeListItem_Type,Type,Тип
DC/Text_UI_WB_UnEquipShapeShiftTypeListItem_Type,Type,Тип
DC/Text_UI_WB_UnEquipSpellTierListItem_Cost,Cost,Вартість
DC/Text_UI_WB_UnEquipSpellTierListItem_Tier,Tier,Рівень
DC/Text_UI_WB_UnEquipmentPerkandSkillList_Perks,Perks,Перки
DC/Text_UI_WB_UnEquipmentPerkandSkillList_Skills,Skills,Навички
DC/Text_UI_WB_UnEquipmentSpellList_Spells,Spells,Заклинання
DC/Text_UI_WB_VideoOptionSlot_Epic,Epic,Епічне
DC/Text_UI_WB_VideoOptionSlot_High,High,Високе
DC/Text_UI_WB_VideoOptionSlot_Low,Low,Низьке
DC/Text_UI_WB_VideoOptionSlot_Medium,Medium,Середнє
DC/Text_UI_v2_WB_ItemTooltip_AbilityItem_Desc,This is the Abililty Description.,Це опис Abililty.
DC/Text_UI_v2_WB_ItemTooltip_Info_ArmorType,Armor Type,Тип броні
DC/Text_UI_v2_WB_ItemTooltip_Info_HandType,Hand Type,Тип руки
DC/Text_UI_v2_WB_ItemTooltip_Info_SlotType,Slot Type,Тип слота
DC/Text_UI_v2_WB_ItemTooltip_Info_UtilityType,Utility Type,Тип допоміжного предмета
DC/Text_UI_v2_WB_ItemTooltip_Info_WeaponType,Weapon Type,Тип зброї
DC/Text_UI_v2_WB_ItemTooltip_Requirement_RequiredClass,Required Class,Обов'язковий клас
DC/Text_UI_v2_WB_Loadout_Desc_00,[Alt + L Drag] Divide items,[Alt + L перетягування] Розділення елементів
DC/Text_UI_v2_WB_Loadout_Desc_01,[Alt + R Click] Send one by one,[Alt + R клацання] Надсилайте по черзі
DC/Text_UI_v2_WB_Loadout_Desc_02,[Shift + R Click] Send all at once,[Shift + R клацання] Надіслати все відразу
DC/Text_UI_v2_WB_MerchantListEntry_Deal,Deal,Угода
DC/Text_UI_v2_WB_MerchantList_Title,Travelers &​ Merchants​,Мандрівники та торговці
DC/Text_UI_v2_WB_Merchant_Back,[ESC] Back,[ESC] Назад
DC/Text_UI_v2_WB_Merchant_ComingSoon,Coming soon...,Незабаром...
DC/Text_UI_v2_WB_Merchant_TravelersandMerchants,Travelers & Merchants,Мандрівники та торговці
DC/Text_UI_v2_WB_Storage_Storage,Stash,Збирати
DC/Text_UI_WB_Skillcheck_Bartype_Unlock,Unlock,Розблокувати
DC/Text_UI_WB_Skillcheck_Roundtype_Unlock,Unlock,Розблокувати
DC/Text_UI_WB_LeaderboardSheet_NextSeason,Until next season,До наступного сезону
DC/Text_UI_WB_ShopAccountStatusUpgrade_UpgradeBtn,Upgrade,Оновлення
DC/Text_UI_WB_LegendaryStatusPopup_Desc,"Upgrade now and receive the following benefits!
Get all these benefits for only","Оновіть зараз і отримайте наступні переваги!
Отримайте всі ці переваги лише за"
DC/Text_UI_WB_ShopAccountStatusUpgrade_Desc,Upgrade now and receive the following benefits! Get all these benefits for only,Оновіть систему зараз та отримайте наступні переваги! Отримайте всі ці переваги лише за
DC/Text_UI_WB_ReportPlayerHighRollerSubTitle,Select from the list of players who attacked you.,"Виберіть зі списку гравців, які напали на вас."
DC/Text_UI_WB_Marketplace_TabList_ViewMarket,View Market,Переглянути ринок
DC/Text_UI_WB_LoginVoipInitializePopup_Title,VoIP,IP-телефонія
DC/Text_UI_WB_MenuOptionsAudios_VoipSendMode_Desc,Voice Chat Trigger,Тригер голосового чату
DC/Text_UI_WB_MenuOptionsAudios_VoipSendMode_Title,Voice Chat Trigger,Тригер голосового чату
DC/Text_UI_v2_WB_Merchant_Loading,Waiting for the merchant...,В очікуванні купця...
DC/Text_UI_WB_GameSpectatorGuide_WatchTime,Watch time,Час перегляду
DC/Text_UI_WB_MenuOptionsControls_Whisper,Whisper (/w),Пошепки (/w)
DC/Text_UI_WB_MenuOptionsControls_WhisperAll,All,Всі
DC/Text_UI_WB_MenuOptionsControls_WhisperBlock,Block,Блокувати
DC/Text_UI_WB_MenuOptionsControls_WhisperFriend,Friends Only,Тільки для друзів
DC/Text_UI_WB_LeaderboardSheet_WipeTimer,Wipe Timer ,Таймер протирання
DC/Text_UI_WB_VideoOptionSlotAntiAliasingSuperResolutionSlot_XeSS,XeSS,
DC/Text_UI_WB_MenuOptionsVideos_SuperResolutionModeXeSS_Desc,XeSS Mode,Режим XeSS
DC/Text_UI_WB_MenuOptionsVideos_SuperResolutionModeXeSS_Title,XeSS Mode,Режим XeSS
DC/Text_UI_WB_MerchantShortcutPopup_Button_Yes,Yes,Так
DC/Text_UI_WB_CrossPlatformLinkPopup_ButtonOK01,Yes,"Так, у мене є обліковий запис на іншій платформі"
DC/Text_UI_WB_DeathcamPopup_Title,You are dead,Ви мертві
DC/Text_UI_WB_DungeonResult_AP_YouAreDead,You are dead,Ви мертві
DC/Text_UI_WB_DungeonResult_YouDead,You are dead,Ви мертві
DC/Text_UI_WB_LoginVoipInitializePopup_Desc2,You can always change these settings in you 'Options'.,Ви завжди можете змінити ці налаштування в розділі «Параметри».
DC/Text_UI_WB_ReportPlayer_ReportPlayer_AnnounceText_02,You can only report one of the items below,Ви можете поскаржитися лише на один із наведених нижче пунктів
DC/Text_UI_WB_LegendaryStatusPopup_Title2,Your account has Legendary Status!,Ваш акаунт має статус Легендарного!
DC/Text_UI_WB_ShopAccountStatusUpgradeComplete_Desc,Your account has been upgraded to Legendary status!,Ваш акаунт отримав статус Легендарного!
DC/Text_UI_WB_KarmaReport_FameDesc,Your character's fame increases by one for each level earned each season.,Слава вашого персонажа збільшується на одиницю за кожен зароблений рівень кожного сезону.
DC/Text_UI_WB_DungeonResult_AP_SubTitle,Your performance in this dungeon exploration,Ваш результат у цьому дослідженні підземелля
DC/Text_UI_WB_ViewMarketSlot_ButtonBuyYours,Yours,Ваш
DC/Text_UI_WB_MarketplacePurchaseGroup_TopTitle_LeftButton,[ESC] Cancel Trade,[ESC] Скасувати торгівлю
DC/Text_UI_WB_Marketpace_TopTitle_LeftButton,[ESC] Leave Channel,[ESC] Вийти з каналу
DC/Text_UI_ClientAccountSubsystem_AbnormalDC,"The connection to the server terminated abnormally.
Please restart the client.","З'єднання з сервером розірвано нештатно.
Перезапустіть клієнт."
DC/Text_UI_WB_DeathcamResult_BackToLastGame,Back to Last Game,Повернутися до попередньої гри
DC/Text_UI_WB_DungeonResult_AP_ContinueSpectatingButton,Continue Spectating,Продовжити перегляд
DC/Text_UI_WB_DungeonResult_ContinueSpectatingButton,Continue Spectating,Продовжити перегляд
DC/Text_UI_WB_DeathcamResult_ExitLobby,Exit to Lobby,Вихід до лобі
DC/Text_UI_WB_DungeonResult_AP_ExitToLobbyButton,Exit to Lobby,Вихід у лобі
DC/Text_UI_WB_DungeonResult_ExitToLobbyButton,Exit to Lobby,Вихід у лобі
DC/Text_UI_WB_Menu_Hours,hours,години
DC/Text_UI_WB_DungeonKillLogItem_DownPortals,{0} person Dungeon Portal has appeared!,{Відкрито портал підземелля!
DC/Text_UI_WB_DungeonKillLogItem_EscapePortals,{0} person Escape Portal has appeared!,{Відкрито портал втечі!
DC/Text_UI_WB_DungeonKillLogItem_DownPortal,{0} person Dungeon Portal has appeared!,{Відкрито портал підземелля!
DC/Text_UI_WB_DungeonKillLogItem_EscapePortal,{0} person Escape Portal has appeared!,{0} людина Відкрито портал втечі!
DC/Text_UI_WB_GameSpectatorGuide_WatchTimerText,{0}s,{0}с
DC/Text_UI_DCUIFunctionLibrary_TimespanToDH_format,{d}d {h}h,{d}д {h}г
DC/Text_UI_DCUIFunctionLibrary_TimespanToDHM_format,{d}d {h}h {m}m,{d}д {h}г {m}х
DC/Text_UI_DCUIFunctionLibrary_DHMS_format,{d}d {h}h {m}m {s}s,{d}д {h}г {m}х {s}с
DC/Text_UI_DCUIFunctionLibrary_TimespanToHM_format,{h}h {m}m,{h}г {m}х
DC/Text_UI_DCUIFunctionLibrary_TimespanToMS_format,{m}m {s}s,{h}h {m}m
DC/Text_UI_DCUIFunctionLibrary_TimespanToS_format,{s}s,{s}с
DC/Text_UI_WB_BtnDungeonList_Ruins,The Forgotten Castle : Normal,Забутий замок: звичайний
DC/Text_UI_WB_CharacterCreateMain_ClassPurchaseDesc,"This class can be
created after being unlocked","Цей клас можна
створити після розблокування"
DC/Text_UI_WB_TradeChannelList_NotAvailableAnnounce,Trading is only available to members of the Trader's Guild.,Торгівля доступна лише членам Гільдії торговців.
DC/Text_UI_WB_ShopMain_TriumphLevel,Triumph Level : ,Тріумфальний рівень :
DC/Text_UI_WB_LearningTokensPanel_Desc_01,"Use your learning Token to learn an ability from another ‘Master’.
Please select the master you wish to learn from.","Використовуйте жетон навчання, щоб вивчити вміння від іншого ""Майстра"".
Виберіть майстра, у якого ви бажаєте навчитися."
DC/Text_UI_WB_TabButton_LeaderBoard_Warlock,Warlock,Чаклун
DC/Text_UI_WB_Login_WelcomeText,"Early Access Hotfix #58

The new update brings several improvements including optimization to game performance. We have also upgraded the inventory to make it feel snappier. The in-game quest log has been improved to dynamically update your status within the game. We have also added several new emotes and cosmetic rewards.

We have added some restrictions to the High-Roller dungeons to address the current High-Roller meta of solo “rat/crow” play. We will be experimenting with a minimum gear score for the High-Roller dungeons. We have also added a restriction to the HR dungeons requiring the size of the entering party to match the selected party queue size. With the addition of these restrictions, the ante has been removed for the HR dungeons. We plan to adjust these settings based on data and feedback. In addition, we have made it so looting a corpse killed by an ally no longer takes an extended time to loot. We thank you for your patience as we continue to improve the game. See you in the dungeons!","Early Access Hotfix #58

Нове оновлення містить кілька покращень, зокрема оптимізацію продуктивності гри. Ми також оновили інвентар, щоб зробити його оперативнішим. Журнал квестів у грі покращено, щоб динамічно оновлювати ваш статус у грі. Ми також додали кілька нових емоцій і косметичних нагород.

Ми додали деякі обмеження до підземель для хай-ролерів, як відповідь на поточну мету гри за соло «щура/ворона». Ми будемо експериментувати з мінімальним рівнем спорядження для підземель хай-роллерів. Ми також додали обмеження до підземель HR, вимагаючи, щоб розмір команди, відповідав розміру вибраної черги. З додаванням цих обмежень було прибрано плату за вхід до для підземель HR. Ми плануємо скоригувати ці налаштування на основі даних і відгуків. Крім того, ми зробили так, щоб пограбування трупа, убитого союзником, більше не займало багато часу. Ми дякуємо вам за терпіння, ми продовжуємо вдосконалювати гру. До зустрічі в підземеллях!"
