key,source,target
DC/Text_DesignData_Quest_Tailor_Greeting_01,"Oh, it's you. Listen, there are some terribly unsightly beings disturbing my creative head space. How can one focus on haute couture amidst such chaos? I'd deal with it myself, but I wouldn't dare risk a crease. Perhaps you could... tidy up a bit?","А, це ти. Слухай, якісь жахливо непривабливі істоти порушують мій творчий простір. Як можна зосередитися на високій моді серед такого хаосу? Я б сама з цим розібралася, але не наважуся ризикувати, щоб не зім'ялася. Можливо, ви могли б... трохи прибрати?"
DC/Text_DesignData_Quest_Tailor_Greeting_02,"In search of the perfect ensemble, are we? If you help me out, I will help you. I have just the task that might pique your interest. Fetch copper attire for me and gain my favor.","У пошуках ідеального ансамблю, так? Якщо ви допоможете мені, я допоможу вам. У мене є завдання, яке може вас зацікавити. Принеси мені мідний одяг і завоюй мою прихильність."
DC/Text_DesignData_Quest_Tailor_Greeting_03,"A socialite like myself often hears intriguing whispers. At a recent masquerade, I overheard tales. I need your help, as I can't risk my attire.","Світська левиця, як я, часто чує інтригуючі перешіптування. На недавньому маскараді я підслухала плітки. Мені потрібна ваша допомога, бо я не можу ризикувати своїм вбранням."
DC/Text_DesignData_Quest_Tailor_Greeting_04,"How fortuitous to see you. I trust you're here to assist in maintaining the refinement of our realm. Today's task may not involve needles and thread for you, but it does require a sharp eye and a steady hand.","Яка удача, що ми зустрілися. Сподіваюся, ви тут, щоб допомогти підтримувати вишуканість нашого королівства. Сьогоднішнє завдання, можливо, не пов'язане з голками та нитками, але воно вимагає гострого ока і твердої руки."
DC/Text_DesignData_Quest_Tailor_Greeting_05,"Today we delve into the realm of self-care amidst the treacherous depths of the Goblin Caves. It’s not a good look to be engaging in combat so deteriorated, have a spa day, you clearly need it.","Сьогодні ми заглибимося у сферу догляду за собою серед підступних глибин Гоблінських печер. Не дуже гарно виглядати в бою в такому стані, влаштуйте собі спа-день, вам це явно потрібно."
DC/Text_DesignData_Quest_Tailor_Greeting_06,"I'm in need of materials, unique and luxurious. My room at the tavern needs some sprucing up. Please fetch them and do try to be delicate. They’re not just fabrics, they are décor fashion statements waiting to be born.","Мені потрібні матеріали, унікальні та розкішні. Мою кімнату в таверні треба трохи причепурити. Будь ласка, принеси їх і постарайся бути делікатним. Це не просто тканини, це модні тенденції в декорі, які чекають на своє народження."
DC/Text_DesignData_Quest_Tailor_Greeting_07,"Frost Mountain offers more than just cold winds and icy peaks. It holds the promise of timeless beauty, its wintry embrace offering a chance to defy the ravages of time.","Фрост Маунтін пропонує більше, ніж холодні вітри та крижані вершини. Вона несе в собі обіцянку вічної краси, її зимові обійми дарують шанс кинути виклик руйнівному впливу часу."
DC/Text_DesignData_Quest_Tailor_Greeting_08,"Amidst the opulent festivities of high society, I caught wind of troubling news. The rumors of some strange monstrous beasts roaming these lands. You know how most nobility are, don't you? They'll vanish to their countryside estates if we don't address this threat swiftly.","Серед розкішних святкувань вищого світу до мене дійшли тривожні новини. Чутки про якихось дивних жахливих звірів, що блукають цими землями. Ти ж знаєш, якими є більшість дворян, чи не так? Вони зникнуть у своїх заміських маєтках, якщо ми швидко не усунемо цю загрозу."
DC/Text_DesignData_Quest_Tailor_Greeting_09,"We have an intriguing assignment today. You will be procuring materials so I can craft accessories as part of a covert operation, designed to deceive one of the dark lords. By gaining their favor, we aim to secure access and gather information.","Сьогодні у нас інтригуюче завдання. Ви будете збирати матеріали, щоб я міг виготовити аксесуари в рамках таємної операції, покликаної обдурити одного з темних лордів. Завоювавши їхню прихильність, ми маємо на меті отримати доступ і зібрати інформацію."
DC/Text_DesignData_Quest_Tailor_Title_01,Creative Space,Творчий простір
DC/Text_DesignData_Quest_Tailor_Title_02,Quid Pro Quo,Послуга за послугу
DC/Text_DesignData_Quest_Tailor_Title_03,Sewn in Secrecy,Зшито в таємниці
DC/Text_DesignData_Quest_Tailor_Title_04,Elegance in Execution,Елегантність у виконанні
DC/Text_DesignData_Quest_Tailor_Title_05,Tailored Wellness,Індивідуальний велнес
DC/Text_DesignData_Quest_Tailor_Title_06,Sprucing Up,Прикрашаємо
DC/Text_DesignData_Quest_Tailor_Title_07,Cold Shoulder,Холодне плече
DC/Text_DesignData_Quest_Tailor_Title_08,Murmurs Among The Aristocracy,Шум серед аристократії
DC/Text_DesignData_Quest_Tailor_Title_09,Infiltrating With Accessories,Проникнення з аксесуарами
DC/Text_DesignData_Quest_TavernMaster_Complete_01,"This map, it's got history, takes me back to the good old days. Maybe one day, I'll tell you all about it over a drink.","Ця карта має історію, вона повертає мене в старі добрі часи. Можливо, колись я розповім тобі про неї за чаркою."
DC/Text_DesignData_Quest_TavernMaster_Complete_02,"Find anything odd? You know, this is reminding me of the time... well, let's not get into that right now. Here's your reward.","Знайшов щось дивне? Знаєте, це нагадує мені часи... ну, давайте не будемо зараз про це. Ось твоя винагорода."
DC/Text_DesignData_Quest_TavernMaster_Complete_03,"Praise the ale gods, you found them! This should keep everyone content until we're restocked.","Хвала богам елю, ви їх знайшли! Цього вистачить на всіх, поки ми не поповнимо запаси."
DC/Text_DesignData_Quest_TavernMaster_Complete_04,"You've got them, good. I'm beginning to slowly trust you, so I will start to share some of my secrets. You see, long ago I had two close companions... and... I need a drink. Talk more later...","Ти їх знайшов, добре. Я починаю потроху довіряти тобі, тому поділюся деякими своїми секретами. Розумієте, колись давно я мав двох близьких товаришів... і... Мені треба випити. Поговоримо пізніше..."
DC/Text_DesignData_Quest_TavernMaster_Complete_05,"I set up this place as a haven for adventurers like them, like you.","Я створив це місце як притулок для шукачів пригод, таких, як ви."
DC/Text_DesignData_Quest_TavernMaster_Complete_06,"No sign of him, eh? That's a shame. I've resorted to offering free rounds just to keep folks from leaving during the new bard's ‘performance’. I'd rather listen to a banshee wail.","Ніяких слідів, еге ж? Шкода. Я вдався до безкоштовної випивки, щоб люди не розходилися під час ""виступу"" нового барда. Я б краще послухав плач баньши."
DC/Text_DesignData_Quest_TavernMaster_Complete_07,"Oh, you found it! Thanks a lot! I overheard the Fortune Teller mentionin' these, and I thought, maybe if I helped her out, she'd, uh, think I'm not too bad. Perhaps she’d even be more inclined to help me out if I ever needed it in the future, ya know.","О, ви знайшли його! Дуже дякую! Я підслухав, як ворожка згадувала про них, і подумав, що якщо я їй допоможу, вона вирішить, що я не такий вже й поганий. Можливо, вона навіть буде більш схильна допомогти мені, якщо мені це знадобиться в майбутньому, розумієте."
DC/Text_DesignData_Quest_TavernMaster_Complete_08,Back already? You look like you should go thaw out by the fire.,"Вже повернулася? Ти виглядаєш так, ніби тобі треба відтанути біля вогню."
DC/Text_DesignData_Quest_TavernMaster_Complete_09,"I will warm up some ale for you, I know how it sounds but trust me.","Я підігрію тобі елю, знаю, як це звучить, але повір мені."
DC/Text_DesignData_Quest_TavernMaster_Complete_10,"So you've noticed it too, the odd behavior of those creatures? No clear clues yet, but we're piecing together something bigger. I can feel it in my beard.","То ви теж помітили дивну поведінку тих істот? Поки що немає чітких зачіпок, але ми збираємо докупи щось більше. Я відчуваю це своєю бородою."
DC/Text_DesignData_Quest_TavernMaster_Complete_11,"Interesting, I will take this information to one of the few people I trust. They prefer to remain anonymous for now but might be able to make sense of this.","Цікаво, я передам цю інформацію одному з небагатьох людей, яким я довіряю. Вони поки що воліють залишатися анонімними, але, можливо, зможуть розібратися в цьому."
DC/Text_DesignData_Quest_TavernMaster_Complete_12,The information you found is unsettling to say the least. Perhaps a bit of liquid courage to steel our nerves.,"Інформація, яку ви знайшли, м'яко кажучи, тривожна. Можливо, трохи рідкої хоробрості, щоб загартувати наші нерви."
DC/Text_DesignData_Quest_TavernMaster_Complete_13,The protectors' favor is essential in our battle against this darkness. May their blessings fortify us for the challenges that lie ahead.,"Прихильність захисників дуже важлива в нашій боротьбі з цією темрявою. Нехай їхнє благословення зміцнить нас для викликів, які чекають нас попереду."
DC/Text_DesignData_Quest_TavernMaster_Complete_14,"Impressive work on your recent triumph! However, it appears that our victory has unveiled a breadcrumb trail pointing to one of the castle's most nefarious adversaries. Take a breather, for the forthcoming battle will test your courage and strength like never before.","Вражаюча робота над вашим нещодавнім тріумфом! Однак, схоже, що наша перемога відкрила слід хлібних крихт, що вказує на одного з найпідліших супротивників замку. Переведіть дух, адже майбутня битва випробує вашу мужність і силу, як ніколи раніше."
DC/Text_DesignData_Quest_TavernMaster_Complete_15,"Tonight, I'll ensure the tavern is filled with joyous revelry! Alas, it seems the lich's reign of terror persists. The time you bought us is valuable; at least we've gained some respite for now.","Сьогодні ввечері я подбаю про те, щоб таверна наповнилася радісними гулянками! На жаль, схоже, що панування терору ліча триває. Час, який ви купили у нас, цінний; Принаймні поки що ми отримали перепочинок."
DC/Text_DesignData_Quest_TavernMaster_Complete_16,"The Frost Skeletons won’t trouble us as much now. Warm yourself by the fire, you’ve earned it.","Морозні скелети тепер не будуть так турбувати нас. Грійтеся біля багаття, ви це заслужили."
DC/Text_DesignData_Quest_TavernMaster_Complete_17,"I knew I could count on you. The Collector's favor is settled, and as promised, here's something for your trouble.","Я знала, що можу розраховувати на тебе. Прихильність Колекціонера вирішена, і, як і обіцяли, ось вам дещо для ваших проблем."
DC/Text_DesignData_Quest_TavernMaster_Complete_18,"Bravo! You’ve conquered the Frost Mountain’s deadliest foes. Come, have a drink with me. I’ve prepared a brew that’s as legendary as your deeds.","Браво! Ви перемогли найсмертоносніших ворогів Морозної гори. Ходімо, випий зі мною. Я приготував напій, який є таким же легендарним, як і ваші вчинки."
DC/Text_DesignData_Quest_TavernMaster_Complete_Final_01,Cheers! A well-deserved toast to all your success.,Бувай! Заслужений тост за всі ваші успіхи.
DC/Text_DesignData_Quest_TavernMaster_Greeting_01,"You're becoming quite a familiar face around here. I've got a hunch that you're someone I can count on. I seem to have misplaced something—a map, to be exact. Think you can help me out?","Тут ти стаєш досить знайомим обличчям. У мене є передчуття, що ти той, на кого я можу покластися. Здається, я щось загубив, точніше, карту. Думаєте, ви можете мені допомогти?"
DC/Text_DesignData_Quest_TavernMaster_Greeting_02,"I established my tavern by these dungeons to aid adventurers, among other reasons I'll keep to myself for now. Usually, missing adventurers don't raise an eyebrow; it comes with the territory. But lately, even the experienced ones are disappearing. Something's not right. Can you take a look around and should you come across any undead, I trust you'll deal with them.","Я заснував свою таверну біля цих підземель, щоб допомагати шукачам пригод, серед інших причин, які я поки що триматиму в собі. Зазвичай зниклі шукачі пригод не піднімають брови; Він йде разом з територією. Але останнім часом навіть досвідчені зникають. Щось не так. Чи можете ви озирнутися навколо, і якщо ви натрапите на якусь нежить, я сподіваюся, що ви впораєтеся з нею."
DC/Text_DesignData_Quest_TavernMaster_Greeting_03,"Funny story, used to give adventurers extra magically preserved mugs of ale to stash in the dungeons for a quick refresh. With the tavern's supply running low – thanks to the free rounds I'm giving out to tolerate the new bard – we could use those hidden reserves. Fetch some to keep our patrons happy until the next shipment arrives.","Кумедна історія, яка використовується для того, щоб дати шукачам пригод додаткові чарівно збережені кухлі елю, які можна сховати в підземеллях для швидкого освіження. Оскільки запаси таверни закінчуються – завдяки безкоштовним раундам, які я роздаю, щоб терпіти нового барда – ми могли б використати ці приховані резерви. Принесіть трохи, щоб наші клієнти були задоволені до прибуття наступної партії."
DC/Text_DesignData_Quest_TavernMaster_Greeting_04,"
There are some items I need. Don't ask why; it's a personal matter. Just bring them to me. It's part of a larger picture, connected to my past. Let’s just say it’s a way for you to build trust.","
Є деякі предмети, які мені потрібні. Не питайте, чому; Це особиста справа кожного. Просто принесіть їх мені. Це частина більшої картини, пов'язаної з моїм минулим. Скажімо так, це спосіб зміцнити довіру."
DC/Text_DesignData_Quest_TavernMaster_Greeting_05,"An unspeakable event unfolded, shrouded in darkness that originates from those dungeons, claiming my friends. As you journey, perhaps you'll unravel the hidden clues.","Розгорнулася невимовна подія, оповита темрявою, яка походить з тих підземель, які забирають моїх друзів. Під час подорожі, можливо, ви розгадаєте приховані підказки."
DC/Text_DesignData_Quest_TavernMaster_Greeting_06,"There's a bit of a situation. Our bard, the one everyone actually likes, has gone missing. It’s been over a week. Last heard, he was near the Howling Crypts. Could you take a look? The new bard's awful performance is driving my patrons mad. The sooner we find the old one, the better for everyone's ears.","Є невелика ситуація. Наш бард, той, який насправді всім подобається, зник безвісти. Минуло більше тижня. Востаннє він був біля Виючих склепів. Чи не могли б ви подивитися? Жахлива гра нового барда зводить з розуму моїх покровителів. Чим раніше ми знайдемо старий, тим краще для вух кожного."
DC/Text_DesignData_Quest_TavernMaster_Greeting_07,"Looking to make your mark in the frosty expanse, eh? Well, I've got a task that'll chill you to the bone. I need a Glowing Blue Eye from those sinister frost dwellers.","Хочете залишити свій слід на морозному просторі, еге ж? Що ж, у мене є завдання, яке застудить вас до кісток. Мені потрібне сяюче блакитне око від тих зловісних морозних мешканців."
DC/Text_DesignData_Quest_TavernMaster_Greeting_08,"Seems like more folks are flocking to Frost Mountain. Since you've got a bit of experience under your belt, mind testing out the escape routes a few times? Just be sure to dress warm, you wouldn't want to catch a cold!","Схоже, що все більше людей стікаються на Морозну гору. Оскільки у вас за плечима є невеликий досвід, не забувайте кілька разів випробувати шляхи евакуації? Тільки обов'язково одягніться тепло, ви не захочете застудитися!"
DC/Text_DesignData_Quest_TavernMaster_Greeting_09,"Hey there, ready for a frosty brawl? Need you to thin out the frosty foes lurking in Frost Mountain. We have a search party heading up there to help look for that missing girl and want to help them out as much as possible.","Гей, готові до морозної бійки? Потрібно вам прорідити морозних ворогів, що причаїлися в Морозній горі. У нас є пошукова група, яка прямує туди, щоб допомогти знайти цю зниклу дівчину і хоче допомогти їм, наскільки це можливо."
DC/Text_DesignData_Quest_TavernMaster_Greeting_10,"Monsters in this area are nothing new, but lately, there's been a noticeable increase in their activity. I don't have the time to investigate this myself. I need you to look into it.","Монстри в цій місцевості не є чимось новим, але останнім часом спостерігається помітне зростання їх активності. У мене немає часу досліджувати це самостійно. Мені потрібно, щоб ви розібралися в цьому."
DC/Text_DesignData_Quest_TavernMaster_Greeting_11,"The lower-level creatures didn't provide the clues we hoped for, so it's time to aim higher. Deal with the elite and who knows, we might uncover something. And hurry, caring is exhausting.","Істоти нижчого рівня не дали підказок, на які ми сподівалися, тому настав час цілитися вище. Розберіться з елітою, і хто знає, можливо, ми щось розкриємо. І поспішайте, турбота виснажує."
DC/Text_DesignData_Quest_TavernMaster_Greeting_12,"My place is a haven for those in search of respite, a good mug of ale and answers alike. Seeking clues to the dark mysteries of these lands, uncover the secrets of the Lich within the Forgotten Castle.","Моє місце – це рай для тих, хто шукає перепочинку, хорошого кухля елю та відповідей. Шукаючи ключі до розгадки темних таємниць цих земель, розкрийте таємниці Ліча в Забутому замку."
DC/Text_DesignData_Quest_TavernMaster_Greeting_13,"As your efforts progress, clarity begins to emerge, though mysteries remain. To confront the encroaching darkness, we must earn the gods' favor. Invoke their blessings at the shrines.","У міру того, як ваші зусилля просуваються, починає з'являтися ясність, хоча таємниці залишаються. Щоб протистояти темряві, що насувається, ми повинні заслужити прихильність богів. Прикликайте їхні благословення біля святинь."
DC/Text_DesignData_Quest_TavernMaster_Greeting_14,"Now that the gods smile upon us, it's time to confront the darker forces. If you need a boost, remember, I'm here with counsel and a pint of ale.","Тепер, коли боги посміхаються нам, настав час протистояти темнішим силам. Якщо вам потрібен підбадьорення, пам'ятайте, я тут з порадою та пінтою елю."
DC/Text_DesignData_Quest_TavernMaster_Greeting_15,"The crypt holds secrets darker than the night, guarded by an entity and its minions. I need you to face the darkness and confront this evil and its servants.","Склеп зберігає таємниці, темніші за ніч, які охороняються сутністю та її поплічниками. Мені потрібно, щоб ви зіткнулися з темрявою і протистояли цьому злу та його слугам."
DC/Text_DesignData_Quest_TavernMaster_Greeting_16,"Ah, just the person I needed! Frost Skeletons with axes and maces are prowling the Ice Abyss. We need to thin their ranks before they become an even bigger problem. Ready to warm things up a bit?","Ах, саме та людина, яка мені була потрібна! Морозні Скелети з сокирами та булавами нишпорять по Крижаній Безодні. Нам потрібно прорідити їхні ряди, перш ніж вони стануть ще більшою проблемою. Готові трохи розігріти обстановку?"
DC/Text_DesignData_Quest_TavernMaster_Greeting_17,"I owe The Collector a favor, but I'm too busy to leave the bar. You seem perfect for the job, and I'll make it worth your while.","Я зобов'язаний «Колекціонеру» зробити послугу, але я занадто зайнятий, щоб вийти з бару. Ви здаєтеся ідеальними для цієї роботи, і я зроблю так, щоб вона була варта вашого часу."
DC/Text_DesignData_Quest_TavernMaster_Greeting_18,"Adventurer, the time has come to face the deadliest foes in the Frost Mountain. You must slay the Frost Wyvern, its demonic minions, and the ice imps. This will be your greatest challenge yet.","Шукач пригод, настав час зіткнутися з найсмертоноснішими ворогами в Морозній горі. Ви повинні вбити Морозну Віверну, її демонічних поплічників і крижаних бісів. Це буде вашим найбільшим викликом."
DC/Text_DesignData_Quest_TavernMaster_Greeting_Final_01,"There are a few undead still shambling around, and I'd like you to take care of them. Think of it as clearing the bar before closing time.","Навколо все ще блукає кілька нежиті, і я хотів би, щоб ви подбали про них. Думайте про це, як про очищення планки перед закриттям."
DC/Text_DesignData_Quest_TavernMaster_Title_01,Missing Map,Відсутня мапа
DC/Text_DesignData_Quest_TavernMaster_Title_02,Comes With The Territory,Поставляється з територією
DC/Text_DesignData_Quest_TavernMaster_Title_03,Hidden Reserves,Приховані резерви
DC/Text_DesignData_Quest_TavernMaster_Title_04,Building Trust,Побудова довіри
DC/Text_DesignData_Quest_TavernMaster_Title_05,Retracing The Past,Згадуючи минуле
DC/Text_DesignData_Quest_TavernMaster_Title_06,Oh My Bard,"О, мій бард"
DC/Text_DesignData_Quest_TavernMaster_Title_07,Frozen Gaze,Застиглий погляд
DC/Text_DesignData_Quest_TavernMaster_Title_08,Frosty Escapes,Морозні втечі
DC/Text_DesignData_Quest_TavernMaster_Title_09,A Giant Problem,Гігантська проблема
DC/Text_DesignData_Quest_TavernMaster_Title_10,Dark Disappearances,Темні зникнення
DC/Text_DesignData_Quest_TavernMaster_Title_11,"The Elite
And Their Secrets","
Еліта та її секрети"
DC/Text_DesignData_Quest_TavernMaster_Title_12,Loyal Court Wizard,Вірний придворний чарівник
DC/Text_DesignData_Quest_TavernMaster_Title_13,Blessings Be,Благословень
DC/Text_DesignData_Quest_TavernMaster_Title_14,Protector's Wrath,Гнів захисника
DC/Text_DesignData_Quest_TavernMaster_Title_15,Confronting The Darkness,Протистояння темряві
DC/Text_DesignData_Quest_TavernMaster_Title_16,Cold-Blooded Conflict,Холоднокровний конфлікт
DC/Text_DesignData_Quest_TavernMaster_Title_17,Collector Of Trinkets,Колекціонер брелоків
DC/Text_DesignData_Quest_TavernMaster_Title_18,Frozen Terror,Крижаний жах
DC/Text_DesignData_Quest_TavernMaster_Title_Final_01,Closing Time,Час закриття
DC/Text_DesignData_Quest_TheCollector_Complete_01,"Thanks to your skill in combat, it has made it possible to proceed with my investigation. We are all collectors in our own way, and from what I've observed, you seem to be a collector of extinguishing others quite effectively. What else do you collect, I wonder?","Завдяки вашій бойовій майстерності це дозволило продовжити моє розслідування. Ми всі по-своєму колекціонери, і, судячи з того, що я спостерігав, ви, здається, досить ефективно знищуєте інших. Цікаво, що ви ще збираєте?"
DC/Text_DesignData_Quest_TheCollector_Complete_02,"Each item is of artistic and historical importance and will also spruce up my room while I'm staying at the tavern. You continue to impress me, adventurer.","Кожен предмет має художнє та історичне значення, а також прикрасить мою кімнату, поки я перебуваю в таверні. Ти продовжуєш вражати мене, авантюристу."
DC/Text_DesignData_Quest_TheCollector_Complete_03,Those pesky creatures will now think twice before pilfering owned items.,"Ці надокучливі істоти тепер двічі подумають, перш ніж красти речі, що належать."
DC/Text_DesignData_Quest_TheCollector_Complete_04,"Were the challenges greater than you anticipated? You are here now, that’s all that matters.","Чи були труднощі більшими, ніж ви очікували? Ви зараз тут, це все, що має значення."
DC/Text_DesignData_Quest_TheCollector_Complete_05,Your thoroughness is much appreciated. I'll analyze the data promptly. Here is a token of my appreciation.,Ми дуже цінуємо вашу ретельність. Оперативно проаналізую дані. Ось знак моєї вдячності.
DC/Text_DesignData_Quest_TheCollector_Complete_06,"Ah, you've returned. I was starting to worry. These aren't for me, let’s just say a friend of a friend.","Ах, ви повернулися. Я починав хвилюватися. Це не для мене, скажімо так, друга друга."
DC/Text_DesignData_Quest_TheCollector_Complete_07,"This should help with the search. Please, accept this reward as a token of my gratitude.","Це має допомогти з пошуком. Будь ласка, прийміть цю нагороду на знак моєї вдячності."
DC/Text_DesignData_Quest_TheCollector_Complete_08,"Well done, these oil lanterns will help to illuminate the path and guide them through the darkness as they continue the search for that poor missing girl.","Молодці, ці масляні ліхтарі допоможуть освітити шлях і провести їх крізь темряву, поки вони продовжують пошуки тієї бідної зниклої дівчини."
DC/Text_DesignData_Quest_TheCollector_Complete_09,"You've once again demonstrated your resourcefulness. Keep up the excellent work, for greater challenges await.","Ви вкотре продемонстрували свою винахідливість. Продовжуйте в тому ж дусі, адже попереду ще більші виклики."
DC/Text_DesignData_Quest_TheCollector_Complete_10,Make yourself comfortable by the fire; I'll take a thorough look at these artifacts.,Влаштуйтеся зручніше біля вогнища; Я уважно розгляну ці артефакти.
DC/Text_DesignData_Quest_TheCollector_Complete_11,These are just the keys I was looking for; you'll be needing them soon.,"Довіряйте своїм інстинктам; Ви дізнаєтеся, коли знайдете те, що шукаєте."
DC/Text_DesignData_Quest_TheCollector_Complete_12,"I know this may sound crazy because it's no secret that green skin is a trickster, but I have a gut feeling he was telling the truth. I wonder if we should keep trying or admit we might have been played...","Я знаю, що це може здатися божевіллям, тому що ні для кого не секрет, що зелена шкіра - це хитрун, але у мене є внутрішнє відчуття, що він говорив правду. Цікаво, чи варто нам продовжувати намагатися, чи визнати, що з нами, можливо, грали..."
DC/Text_DesignData_Quest_TheCollector_Complete_13,You have kept these threats at bay. Our people can now live without fear. Accept this reward as a token of our gratitude.,Ви стримали ці погрози. Наш народ тепер може жити без страху. Прийміть цю нагороду на знак нашої вдячності.
DC/Text_DesignData_Quest_TheCollector_Complete_14,Your ability to enjoy ales amidst the frosty terrain clearly showcases that you have an adventurous spirit. Ha!,"Ваша здатність насолоджуватися елем серед морозної місцевості чітко демонструє, що у вас є авантюрний дух. Га!"
DC/Text_DesignData_Quest_TheCollector_Complete_15,"Ah, back already? Let me have a look at what you've brought. Hmm, some of these are a bit bloody, but no worries, I'll have them cleaned up in no time.","А, вже повернувся? Дозвольте мені подивитися, що ви принесли. Хм, деякі з них трохи криваві, але не хвилюйтеся, я швидко їх приберу."
DC/Text_DesignData_Quest_TheCollector_Complete_Final_01,"In a world where loyalty is as rare as the artifacts I seek, your steadfastness shines as brightly as my most precious gems. Until our paths cross again, stay vigilant and true.","У світі, де вірність така ж рідкісна, як і артефакти, які я шукаю, твоя непохитність сяє так само яскраво, як мої найцінніші самоцвіти. Поки наші шляхи знову не перетнуться, залишайтеся пильними і вірними."
DC/Text_DesignData_Quest_TheCollector_Greeting_01,"Good to see you again. I need your assistance with a pressing issue. The land is plagued with an array of frost beasts that threaten to impede my progress for collecting something rather unique. I require your skill in combat to clear the way, so I may uncover the truth hidden within.","Радий бачити вас знову. Мені потрібна ваша допомога у вирішенні нагального питання. Земля переповнена безліччю морозних звірів, які загрожують перешкодити моєму просуванню в зборі чогось досить унікального. Мені потрібна твоя бойова майстерність, щоб розчистити шлях, щоб я міг розкрити правду, приховану всередині."
DC/Text_DesignData_Quest_TheCollector_Greeting_02,"I've stumbled upon something intriguing in my studies, something I'm keeping close to the chest. For this, I need some unique artifacts. They're not just for research; they make fantastic décor too. Find these items, and I assure you, it'll be worth your while.","У навчанні я натрапив на щось інтригуюче, на щось, що тримаю близько до грудей. Для цього мені потрібні якісь унікальні артефакти. Вони призначені не лише для досліджень; З них також виходить фантастичний декор. Знайдіть ці предмети, і я запевняю вас, це буде того варте."
DC/Text_DesignData_Quest_TheCollector_Greeting_03,"Welcome back! I've got a hand-picked task for you this time. Those pesky Kobolds have been causing trouble, so it's time to make them pay the price.","З поверненням! Цього разу я підготував для вас власноруч підібране завдання. Ці надокучливі Кобольди завдають клопоту, тож настав час змусити їх заплатити ціну."
DC/Text_DesignData_Quest_TheCollector_Greeting_04,"In this business, sometimes it’s equally important to be not so friendly. Show me you can be as cold as your surroundings by vanquishing other adventurers within The Frost Mountain.","У цій справі іноді не менш важливо бути не дуже доброзичливим. Покажи мені, що ти можеш бути таким же холодним, як і твоє оточення, перемігши інших шукачів пригод у Морозній горі."
DC/Text_DesignData_Quest_TheCollector_Greeting_05,"Our objective today is to locate the wooden lift nestled within The Frost Mountain's embrace. Once found, please report back to me with potential measurements and capacity. There's something of great value in there that I'm itching to collect, and I need to explore all my options on the best way to extract it. And no, I can't tell you what it is... yet.","Наше завдання сьогодні – знайти дерев'яний підйомник, розташований в обіймах Морозної гори. Після того, як ви знайдете, будь ласка, повідомте мені про потенційні вимірювання та ємність. Там є щось дуже цінне, що я хочу зібрати, і мені потрібно вивчити всі мої варіанти, як найкраще це витягти. І ні, я не можу вам сказати, що це таке... ще."
DC/Text_DesignData_Quest_TheCollector_Greeting_06,"I have a task for you, a rather peculiar one. Gather the items on this list but keep it discreet. We wouldn't want any unwanted attention.","У мене до вас є завдання, досить своєрідне. Зберіть пункти з цього списку, але тримайте його непомітно. Ми б не хотіли ніякої небажаної уваги."
DC/Text_DesignData_Quest_TheCollector_Greeting_07,Amidst the frozen wastes lies a challenge of great importance—an expedition to eradicate the elite frost skeletons that plague these lands.,"Серед замерзлих пусток лежить надзвичайно важливе завдання — експедиція з викорінення елітних морозних скелетів, які заполонили ці землі."
DC/Text_DesignData_Quest_TheCollector_Greeting_08,"I've heard that the search for the missing girl continues, but with each passing hour, the shadows grow deeper. I want to contribute, and they need oil lanterns to help light the way.","Я чув, що пошуки зниклої дівчини тривають, але з кожною годиною тіні стають все глибшими. Я хочу зробити свій внесок, і їм потрібні масляні ліхтарі, щоб освітлювати шлях."
DC/Text_DesignData_Quest_TheCollector_Greeting_09,"In Frost Mountain, elusive creatures roam, their rare materials coveted far and wide. Gather what's needed, and rest assured, your efforts will be generously rewarded.","У Морозній горі блукають невловимі істоти, їхні рідкісні матеріали жадають уздовж і впоперек. Зберіть те, що потрібно, і будьте впевнені, ваші зусилля будуть щедро винагороджені."
DC/Text_DesignData_Quest_TheCollector_Greeting_10,"Adventurer, remember those lifts you inspected? They're about to come in handy. I need you to extract a trove of rare treasures from the mountain's icy depths.","Шукаче пригод, пам'ятаєте ті ліфти, які ви оглядали? Вони ось-ось стануть у нагоді. Мені потрібно, щоб ти витяг скарбницю рідкісних скарбів з крижаних глибин гори."
DC/Text_DesignData_Quest_TheCollector_Greeting_11,"Ah, it's you. Greetings. I've been collecting unsettling reports lately—cries and screams echoing through the castle. Some whisper of wails trapped within the walls, while others swear they rise from the very depths beneath their feet. Before delving into wild conjectures, let's first collect some keys to get behind seldom-opened doors.","Ах, це ти. Вітання. Останнім часом я збираю тривожні звіти — крики та крики, що лунають по замку. Одні шепочуть про голосіння, замкнені в стінах, а інші клянуться, що вони піднімаються з самої глибини під ногами. Перш ніж заглиблюватися в дикі здогадки, давайте спочатку дослідимо таємниці за дверима, що рідко відкриваються. Будьте готові, бо ми можемо зустріти що завгодно: від дівчини, яка потрапила в біду, до грізного звіра."
DC/Text_DesignData_Quest_TheCollector_Greeting_12,"The Goblin Merchant owed me a favor, so he gave me some information about the Warlord possessing a key. It's said to unlock a hidden door or passage, concealed from sight unless one holds that magical key. I'm determined to uncover the truth behind these whispers.","Гоблінський купець був зобов'язаний мені послугою, тому він дав мені деяку інформацію про Воєначальника, який має ключ. Кажуть, що він відмикає приховані двері або прохід, прихований від очей, якщо хтось не тримає в руках цей чарівний ключ. Я сповнений рішучості розкрити правду, що стоїть за цими шепотами."
